ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
30,56,0,0,5,0,4,0,0,0,2,1,1,1,3,0,blackscholes-bodytrack
17,56,0,0,1,0,2,0,2,1,1,2,1,1,4,1,blackscholes-bodytrack
21,73,1,0,1,0,1,0,0,3,1,2,1,0,0,1,blackscholes-bodytrack
8,53,1,0,1,1,2,0,1,0,1,2,0,0,2,0,blackscholes-bodytrack
19,47,2,2,3,1,7,1,2,1,2,1,1,4,4,1,blackscholes-bodytrack
14,25,0,0,0,1,2,1,1,0,2,0,2,0,2,0,blackscholes-bodytrack
21,57,0,0,2,0,3,0,0,0,2,0,0,2,2,0,blackscholes-bodytrack
13,47,0,1,1,0,4,0,0,0,2,0,0,0,3,0,blackscholes-bodytrack
28,36,1,2,2,1,5,2,1,2,2,3,2,3,1,5,blackscholes-bodytrack
16,64,1,0,3,1,2,2,1,0,1,0,0,0,4,0,blackscholes-bodytrack
144,113,21,9,40,13,13,15,51,11,13,14,12,51,26,44,blackscholes-bodytrack
15,58,3,3,8,2,1,2,15,1,3,1,2,11,6,2,blackscholes-bodytrack
10,69,2,1,3,0,0,0,17,1,4,0,2,14,3,1,blackscholes-bodytrack
10,67,4,2,4,1,1,0,19,0,2,0,1,13,1,1,blackscholes-bodytrack
30,56,4,2,4,2,0,0,29,0,2,2,3,29,2,2,blackscholes-bodytrack
11,70,3,0,2,0,0,0,13,0,5,0,1,11,0,1,blackscholes-bodytrack
10,55,4,0,2,1,0,2,18,0,1,0,1,15,3,1,blackscholes-bodytrack
9,51,4,2,3,1,1,1,13,2,2,0,1,11,1,1,blackscholes-bodytrack
16,63,2,1,4,0,1,0,8,2,2,4,1,28,5,8,blackscholes-bodytrack
10,51,4,0,2,0,0,0,16,1,1,0,2,15,0,3,blackscholes-bodytrack
9,49,2,0,4,5,3,1,15,1,2,1,2,11,2,5,blackscholes-bodytrack
10,33,0,0,2,0,0,0,11,0,1,2,4,12,3,2,blackscholes-bodytrack
12,49,2,0,5,1,1,0,21,1,1,1,3,35,6,3,blackscholes-bodytrack
11,46,5,0,2,0,0,0,14,0,1,1,2,11,5,8,blackscholes-bodytrack
17,43,3,1,4,1,1,2,47,1,3,2,3,52,1,2,blackscholes-bodytrack
25,61,1,2,3,0,0,0,31,2,2,1,2,29,5,3,blackscholes-bodytrack
154,150,15,4,22,12,8,11,14,7,13,8,9,20,18,31,blackscholes-bodytrack
8,69,3,1,4,1,1,2,2,1,2,1,1,2,1,2,blackscholes-bodytrack
7,96,0,2,0,1,0,0,0,0,1,0,0,0,0,1,blackscholes-bodytrack
6,85,0,0,0,0,0,0,2,0,1,1,0,0,1,0,blackscholes-bodytrack
13,89,2,0,0,1,1,1,2,1,3,0,0,4,0,1,blackscholes-bodytrack
7,107,0,0,0,1,3,0,0,0,2,0,0,1,1,0,blackscholes-bodytrack
7,90,0,0,1,0,0,1,1,0,1,0,0,0,1,0,blackscholes-bodytrack
9,77,0,0,2,0,0,0,1,0,0,0,0,1,0,0,blackscholes-bodytrack
12,104,2,3,4,1,3,1,1,1,1,0,0,0,3,3,blackscholes-bodytrack
9,75,1,0,1,0,0,0,0,0,0,0,0,1,0,0,blackscholes-bodytrack
7,57,2,1,1,2,1,0,1,1,3,1,1,1,2,2,blackscholes-bodytrack
8,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
12,64,2,1,1,1,1,2,1,2,1,1,2,2,1,0,blackscholes-bodytrack
18,58,2,2,2,1,2,2,6,3,4,2,3,0,3,5,blackscholes-bodytrack
13,56,2,1,1,1,2,2,3,1,2,1,2,3,3,2,blackscholes-bodytrack
19,59,2,1,2,1,2,1,3,1,3,1,1,1,2,2,blackscholes-bodytrack
71,27,15,40,35,15,8,12,12,7,11,50,8,6,71,34,blackscholes-bodytrack
13,11,1,7,3,1,2,1,2,2,1,17,2,2,13,4,blackscholes-bodytrack
18,11,0,11,2,1,0,0,0,1,0,13,2,0,12,1,blackscholes-bodytrack
29,12,0,2,2,0,2,2,1,2,3,17,2,1,15,2,blackscholes-bodytrack
32,9,0,7,2,0,0,2,1,0,1,27,2,0,30,3,blackscholes-bodytrack
14,10,0,6,1,1,0,0,1,0,3,13,1,0,10,1,blackscholes-bodytrack
9,6,0,10,0,0,0,2,0,0,1,15,1,2,13,2,blackscholes-bodytrack
11,6,1,6,0,0,1,1,3,1,2,15,2,1,12,2,blackscholes-bodytrack
20,12,0,6,0,0,0,0,1,2,1,12,2,0,15,2,blackscholes-bodytrack
11,11,0,4,1,0,0,0,1,0,1,12,2,0,11,1,blackscholes-bodytrack
15,6,1,8,2,2,3,1,2,1,3,11,3,1,15,3,blackscholes-bodytrack
22,1,0,9,1,0,0,0,1,0,1,7,4,4,27,7,blackscholes-bodytrack
17,6,1,6,1,0,0,0,1,0,1,14,4,2,36,3,blackscholes-bodytrack
22,5,0,7,1,1,1,0,0,0,1,16,3,0,23,2,blackscholes-bodytrack
29,5,1,8,2,2,1,1,1,2,1,46,2,2,48,7,blackscholes-bodytrack
21,8,1,5,2,0,1,0,1,0,2,24,2,1,31,5,blackscholes-bodytrack
52,16,8,10,15,12,2,5,2,5,4,20,5,13,22,22,blackscholes-bodytrack
7,2,3,1,5,1,1,1,1,1,2,1,2,1,2,2,blackscholes-bodytrack
10,0,0,3,0,0,0,1,0,0,1,0,0,0,1,2,blackscholes-bodytrack
6,2,1,1,3,0,0,0,0,0,1,1,0,1,1,1,blackscholes-bodytrack
16,4,1,0,0,1,1,0,0,2,2,1,0,1,3,1,blackscholes-bodytrack
12,3,1,0,0,0,0,0,1,0,1,1,0,0,2,4,blackscholes-bodytrack
4,4,0,0,1,0,0,0,0,0,0,2,0,0,2,1,blackscholes-bodytrack
6,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,blackscholes-bodytrack
6,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,blackscholes-bodytrack
7,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,blackscholes-bodytrack
8,4,2,1,1,2,1,1,1,1,0,1,1,2,2,2,blackscholes-bodytrack
12,5,3,2,2,2,3,2,2,3,2,0,1,0,1,2,blackscholes-bodytrack
10,6,1,1,1,1,1,1,2,1,1,1,1,1,4,2,blackscholes-bodytrack
12,3,0,0,1,0,0,0,1,0,1,0,0,0,7,1,blackscholes-bodytrack
15,5,4,5,4,5,3,3,4,4,4,6,5,7,6,3,blackscholes-bodytrack
15,4,2,3,2,5,2,2,3,3,3,3,3,2,3,2,blackscholes-bodytrack
34,11,6,3,18,4,2,5,2,3,3,14,8,5,12,12,blackscholes-bodytrack
6,0,2,1,1,1,2,1,1,1,1,2,1,1,1,1,blackscholes-bodytrack
7,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,blackscholes-bodytrack
5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
13,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,blackscholes-bodytrack
5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,blackscholes-bodytrack
4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,blackscholes-bodytrack
4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,blackscholes-bodytrack
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,blackscholes-bodytrack
6,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,blackscholes-bodytrack
8,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,blackscholes-bodytrack
8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,blackscholes-bodytrack
6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
11,1,2,2,3,3,2,2,2,2,3,2,2,1,1,1,blackscholes-bodytrack
7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,blackscholes-bodytrack
135,52,6,4,21,6,4,5,5,5,3,13,7,14,21,26,blackscholes-bodytrack
10,28,2,1,2,1,1,1,1,1,1,1,1,1,3,3,blackscholes-bodytrack
7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,blackscholes-bodytrack
7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,blackscholes-bodytrack
15,28,0,0,1,1,0,1,1,0,1,1,1,0,1,1,blackscholes-bodytrack
8,25,0,0,0,0,0,1,0,0,0,0,0,1,0,1,blackscholes-bodytrack
6,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,blackscholes-bodytrack
7,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,blackscholes-bodytrack
7,30,0,0,1,0,0,0,0,0,0,1,1,0,2,0,blackscholes-bodytrack
6,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
13,17,0,0,2,0,0,0,0,0,0,2,0,1,3,0,blackscholes-bodytrack
7,26,0,0,1,0,0,0,0,1,0,0,0,1,1,0,blackscholes-bodytrack
11,25,1,0,0,1,0,0,0,0,0,1,1,2,2,1,blackscholes-bodytrack
21,21,1,1,2,1,2,2,1,1,1,2,2,1,3,4,blackscholes-bodytrack
14,21,1,1,1,0,0,0,0,1,0,0,0,0,3,0,blackscholes-bodytrack
260,112,12,8,23,44,6,6,2,4,6,10,8,15,22,22,blackscholes-bodytrack
11,54,1,1,3,18,1,1,2,1,1,1,2,1,3,3,blackscholes-bodytrack
12,75,1,1,2,15,0,0,0,0,0,0,1,0,2,1,blackscholes-bodytrack
7,72,0,1,2,17,0,0,0,0,0,1,1,0,1,2,blackscholes-bodytrack
15,64,1,0,2,32,1,0,0,2,0,2,2,1,3,2,blackscholes-bodytrack
8,71,0,0,3,10,2,2,2,3,0,2,2,3,4,3,blackscholes-bodytrack
6,64,0,0,2,12,1,1,0,2,2,0,1,0,0,1,blackscholes-bodytrack
7,52,0,0,1,12,0,0,0,0,0,0,1,1,1,1,blackscholes-bodytrack
5,66,0,0,1,11,0,0,0,0,0,0,1,0,0,1,blackscholes-bodytrack
4,54,0,0,2,11,0,0,0,0,0,0,1,1,2,1,blackscholes-bodytrack
5,49,0,0,1,10,0,0,0,0,0,0,1,0,1,2,blackscholes-bodytrack
8,32,0,1,1,10,0,0,0,0,0,0,1,0,2,1,blackscholes-bodytrack
7,53,0,1,1,16,1,1,1,1,0,1,2,2,1,2,blackscholes-bodytrack
12,51,0,0,1,11,0,1,0,1,0,0,2,0,1,2,blackscholes-bodytrack
17,42,2,1,3,49,2,1,2,2,2,1,2,1,4,4,blackscholes-bodytrack
11,47,0,0,1,23,1,1,1,1,0,1,2,3,4,2,blackscholes-bodytrack
1674,769,479,170,365,261,259,361,242,225,270,154,502,184,282,364,blackscholes-bodytrack
100,318,238,9,81,70,81,185,61,68,53,2,312,5,69,124,blackscholes-bodytrack
81,750,182,9,430,425,85,255,59,340,64,1,356,6,79,62,blackscholes-bodytrack
68,352,177,3,58,61,61,160,38,37,62,0,188,1,62,58,blackscholes-bodytrack
156,466,299,7,69,105,129,249,61,57,68,5,277,4,77,75,blackscholes-bodytrack
85,433,181,4,66,57,102,159,56,57,159,1,197,2,79,61,blackscholes-bodytrack
73,339,196,7,87,79,49,156,181,66,82,6,207,6,79,79,blackscholes-bodytrack
75,378,293,10,142,71,83,133,50,49,88,4,301,11,91,74,blackscholes-bodytrack
56,374,169,3,62,59,148,148,50,97,57,2,180,5,55,93,blackscholes-bodytrack
58,286,189,2,53,49,78,137,97,29,57,3,178,2,70,60,blackscholes-bodytrack
52,278,181,3,59,134,77,147,52,54,54,1,191,2,157,60,blackscholes-bodytrack
60,208,127,1,54,63,64,121,41,51,54,0,158,1,66,60,blackscholes-bodytrack
120,420,302,8,97,67,67,302,52,51,54,4,216,12,70,73,blackscholes-bodytrack
78,261,162,0,61,62,63,168,47,490,52,0,186,0,60,64,blackscholes-bodytrack
95,284,255,3,58,79,98,187,60,93,148,4,213,5,59,66,blackscholes-bodytrack
182,293,207,8,80,66,67,189,66,61,62,4,308,2,67,57,blackscholes-bodytrack
1825,1715,538,517,633,525,528,292,553,389,452,204,576,197,660,758,blackscholes-bodytrack
250,753,266,166,226,206,266,98,189,164,154,17,356,7,178,159,blackscholes-bodytrack
253,1435,227,279,613,596,215,99,203,541,173,13,328,13,199,201,blackscholes-bodytrack
324,907,310,149,199,190,257,181,236,162,217,19,261,10,233,235,blackscholes-bodytrack
372,1205,274,216,181,308,220,88,217,133,167,13,314,5,203,184,blackscholes-bodytrack
321,1079,260,203,258,160,224,88,247,141,270,20,326,3,214,199,blackscholes-bodytrack
265,973,216,188,153,147,166,65,294,105,176,31,186,6,187,179,blackscholes-bodytrack
216,884,245,192,148,127,201,63,192,104,156,15,290,13,182,163,blackscholes-bodytrack
238,949,257,185,163,161,349,76,253,208,214,16,219,3,326,190,blackscholes-bodytrack
188,673,211,118,149,109,187,56,231,102,196,11,197,2,165,167,blackscholes-bodytrack
244,725,258,171,192,232,233,76,261,152,136,12,222,2,292,226,blackscholes-bodytrack
193,642,308,228,174,190,241,128,169,142,116,0,284,5,223,244,blackscholes-bodytrack
279,861,381,210,211,198,234,110,193,141,162,14,328,9,219,204,blackscholes-bodytrack
213,694,197,137,164,170,183,70,189,661,135,2,192,4,172,145,blackscholes-bodytrack
355,659,318,203,212,219,261,104,275,161,275,27,286,6,180,274,blackscholes-bodytrack
486,923,352,246,288,275,272,117,279,235,268,26,297,4,325,228,blackscholes-bodytrack
113,59,32,107,49,37,29,34,40,27,56,19,57,37,58,50,blackscholes-bodytrack
30,2,12,31,9,11,10,11,10,1,22,3,15,4,16,5,blackscholes-bodytrack
14,3,7,36,7,4,3,7,7,2,17,1,17,1,10,3,blackscholes-bodytrack
24,6,9,30,10,14,9,8,10,5,35,1,16,5,19,11,blackscholes-bodytrack
20,6,13,48,10,14,11,10,9,3,36,1,36,0,14,3,blackscholes-bodytrack
18,2,11,32,10,11,12,12,10,4,26,1,15,1,11,2,blackscholes-bodytrack
9,3,12,30,12,9,10,7,3,2,27,0,15,2,11,1,blackscholes-bodytrack
14,6,10,27,7,9,5,13,10,4,24,1,17,4,15,2,blackscholes-bodytrack
16,2,15,36,8,12,5,13,6,4,28,2,16,2,11,4,blackscholes-bodytrack
15,3,14,35,7,8,6,10,7,3,20,2,16,2,12,2,blackscholes-bodytrack
10,4,10,26,8,8,9,15,9,8,15,3,22,5,19,6,blackscholes-bodytrack
9,4,5,17,3,9,7,8,4,3,14,2,14,2,9,6,blackscholes-bodytrack
8,4,9,24,7,6,9,14,7,4,33,2,24,7,12,5,blackscholes-bodytrack
20,6,14,23,8,10,9,12,12,4,19,1,11,6,12,2,blackscholes-bodytrack
31,4,9,51,9,8,10,11,9,5,46,2,44,1,12,4,blackscholes-bodytrack
24,4,11,49,9,9,8,13,11,3,32,2,29,5,14,2,blackscholes-bodytrack
172,109,54,65,109,63,32,52,44,55,46,26,63,29,83,70,blackscholes-bodytrack
96,25,46,38,42,20,23,24,17,24,20,6,30,4,34,32,blackscholes-bodytrack
54,21,35,23,31,15,15,15,14,17,18,1,40,1,23,19,blackscholes-bodytrack
64,23,20,29,34,17,16,26,14,13,13,3,24,7,21,17,blackscholes-bodytrack
105,47,26,26,39,17,16,30,15,14,17,6,38,6,16,17,blackscholes-bodytrack
74,25,31,34,27,18,17,30,20,20,14,5,36,4,14,14,blackscholes-bodytrack
54,21,22,34,22,17,10,19,15,16,17,0,23,1,14,13,blackscholes-bodytrack
51,19,26,29,24,11,13,27,16,15,19,2,32,2,15,14,blackscholes-bodytrack
70,27,26,20,23,17,22,13,17,22,18,2,27,0,15,16,blackscholes-bodytrack
70,25,20,19,23,21,17,14,18,17,20,2,26,2,19,16,blackscholes-bodytrack
70,27,17,16,26,15,16,16,17,13,17,3,23,4,17,16,blackscholes-bodytrack
46,13,643,650,11,8,8,487,11,10,13,2,501,1,9,13,blackscholes-bodytrack
80,38,41,45,37,14,15,42,16,18,17,2,803,6,19,16,blackscholes-bodytrack
56,23,32,36,17,15,13,29,15,15,15,5,34,2,14,17,blackscholes-bodytrack
114,54,38,34,55,15,10,35,11,11,11,5,31,5,14,14,blackscholes-bodytrack
85,45,52,32,45,18,15,37,16,21,14,5,38,8,15,11,blackscholes-bodytrack
416,307,630,1777,322,433,234,452,233,244,245,242,503,252,270,281,blackscholes-bodytrack
51,35,251,1015,40,130,4,175,6,3,5,3,158,4,8,8,blackscholes-bodytrack
63,47,255,1102,59,282,15,186,14,16,20,13,221,16,26,25,blackscholes-bodytrack
63,45,329,1271,33,145,9,219,4,8,18,7,221,0,9,6,blackscholes-bodytrack
48,43,264,1314,33,141,6,191,8,8,12,5,197,7,12,11,blackscholes-bodytrack
48,40,285,1208,62,114,12,193,4,6,10,7,177,8,12,12,blackscholes-bodytrack
21,30,208,1067,17,102,2,156,2,2,3,4,144,5,4,5,blackscholes-bodytrack
31,36,245,1202,39,121,5,169,10,7,9,5,200,4,16,12,blackscholes-bodytrack
32,49,266,935,25,104,2,180,6,9,8,4,172,5,7,7,blackscholes-bodytrack
37,23,245,1021,19,137,4,164,6,6,7,7,167,7,6,7,blackscholes-bodytrack
37,34,244,1028,10,150,5,151,5,6,12,5,158,6,7,9,blackscholes-bodytrack
15,18,299,1062,14,126,3,181,4,4,2,0,192,3,5,5,blackscholes-bodytrack
37,28,325,1190,28,119,9,197,8,6,11,13,266,6,22,13,blackscholes-bodytrack
40,25,212,884,23,111,2,162,1,3,2,1,141,2,3,3,blackscholes-bodytrack
50,26,276,1100,26,115,4,213,6,7,9,7,207,7,6,10,blackscholes-bodytrack
58,39,322,1275,29,152,5,195,4,6,4,5,222,6,5,11,blackscholes-bodytrack
1,1,0,168,0,0,0,0,0,1,0,0,1,1,0,1,blackscholes-bodytrack
0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes-bodytrack
0,1,0,154,0,0,0,0,0,0,1,0,0,1,1,0,blackscholes-bodytrack
134,30,20,43,32,41,47,30,39,23,33,36,35,35,41,43,blackscholes-bodytrack
25,2,3,2,2,1,4,1,2,2,1,10,3,7,3,5,blackscholes-bodytrack
22,1,1,3,2,4,5,2,0,0,0,10,2,8,1,4,blackscholes-bodytrack
42,3,4,5,0,2,11,2,3,1,5,12,6,6,2,5,blackscholes-bodytrack
33,0,0,3,1,2,7,1,0,0,2,14,1,6,2,2,blackscholes-bodytrack
37,2,0,0,0,2,9,2,0,1,1,9,0,5,0,6,blackscholes-bodytrack
37,1,0,3,2,1,6,2,1,2,5,15,1,5,1,2,blackscholes-bodytrack
34,1,1,3,2,3,5,2,1,2,1,10,3,5,3,6,blackscholes-bodytrack
27,2,2,3,0,2,4,1,1,4,2,16,1,7,0,1,blackscholes-bodytrack
25,1,1,0,0,1,4,2,0,2,1,10,0,2,1,2,blackscholes-bodytrack
28,4,4,3,5,5,14,0,5,2,1,15,3,8,2,2,blackscholes-bodytrack
25,2,0,0,3,4,9,2,4,1,3,6,4,10,1,3,blackscholes-bodytrack
36,4,5,5,4,5,9,3,6,3,5,10,2,10,2,5,blackscholes-bodytrack
29,1,0,6,2,3,8,2,2,0,5,5,1,4,4,4,blackscholes-bodytrack
37,1,4,6,1,4,7,1,2,1,4,7,2,9,3,8,blackscholes-bodytrack
26,2,1,1,1,2,4,3,1,1,3,15,0,9,0,6,blackscholes-bodytrack
87,29,25,36,27,38,26,21,14,17,48,24,24,27,32,29,blackscholes-bodytrack
16,2,5,1,2,1,2,3,2,3,13,1,1,2,1,1,blackscholes-bodytrack
11,1,1,2,1,1,1,1,0,0,25,1,1,1,1,0,blackscholes-bodytrack
19,3,4,2,4,3,2,2,1,1,31,1,2,0,2,1,blackscholes-bodytrack
14,1,1,1,3,3,1,1,1,1,14,0,0,0,1,1,blackscholes-bodytrack
18,0,3,2,1,2,1,0,1,0,26,1,2,0,2,0,blackscholes-bodytrack
8,0,1,3,2,3,0,2,1,0,23,1,0,0,1,1,blackscholes-bodytrack
17,1,2,3,2,3,2,1,2,1,14,0,0,0,0,0,blackscholes-bodytrack
9,0,0,2,3,2,2,0,0,2,16,0,1,1,1,0,blackscholes-bodytrack
11,1,0,1,0,2,0,0,1,0,12,2,0,0,0,0,blackscholes-bodytrack
11,2,2,2,5,5,3,2,1,1,19,1,1,1,1,2,blackscholes-bodytrack
10,0,1,2,1,1,0,1,1,0,10,0,2,2,0,0,blackscholes-bodytrack
14,0,1,3,3,4,1,2,0,0,16,1,0,3,2,3,blackscholes-bodytrack
16,0,2,0,4,1,3,1,1,0,17,2,0,1,3,0,blackscholes-bodytrack
18,1,1,1,8,2,2,1,1,2,14,1,3,2,1,6,blackscholes-bodytrack
14,0,0,0,2,1,0,0,0,1,21,1,1,1,1,0,blackscholes-bodytrack
125,24,26,25,23,20,24,53,23,20,26,21,29,46,46,25,blackscholes-bodytrack
15,0,5,1,3,1,2,3,1,1,2,1,1,2,2,3,blackscholes-bodytrack
17,1,0,2,0,0,1,7,0,0,2,1,0,14,1,2,blackscholes-bodytrack
16,1,0,0,3,1,0,5,1,0,1,3,1,4,2,1,blackscholes-bodytrack
21,0,0,1,0,3,0,7,1,0,1,0,0,12,0,0,blackscholes-bodytrack
21,0,0,0,1,0,0,7,0,0,5,1,1,2,0,0,blackscholes-bodytrack
15,1,0,1,1,0,0,12,1,1,3,0,1,12,1,1,blackscholes-bodytrack
43,0,1,1,3,0,3,5,0,0,3,3,3,3,3,1,blackscholes-bodytrack
23,1,0,2,2,1,1,5,1,1,1,0,0,12,1,1,blackscholes-bodytrack
17,0,0,1,1,0,1,3,0,0,1,4,0,0,1,0,blackscholes-bodytrack
18,2,1,1,2,3,3,7,1,2,7,2,1,16,2,1,blackscholes-bodytrack
18,0,2,2,0,0,1,6,0,1,2,0,3,0,1,1,blackscholes-bodytrack
22,0,1,0,1,1,0,5,1,1,1,1,2,22,1,3,blackscholes-bodytrack
22,1,2,0,0,1,0,4,0,0,3,1,2,1,4,0,blackscholes-bodytrack
30,1,4,3,1,3,1,5,3,2,3,2,2,18,3,3,blackscholes-bodytrack
21,2,2,2,0,1,1,5,1,0,3,1,2,3,0,0,blackscholes-bodytrack
123,19,102,59,45,13,90,21,50,17,65,23,48,22,66,66,blackscholes-bodytrack
8,1,12,5,1,1,14,1,2,1,4,2,2,1,1,15,blackscholes-bodytrack
6,0,38,30,0,0,16,0,1,0,10,0,1,1,1,16,blackscholes-bodytrack
9,1,7,6,4,1,21,2,2,1,8,0,2,0,0,16,blackscholes-bodytrack
13,1,34,17,0,0,27,1,0,0,4,1,1,0,2,29,blackscholes-bodytrack
9,0,3,3,1,1,13,0,1,0,7,0,1,0,0,13,blackscholes-bodytrack
6,1,34,17,1,0,12,5,4,2,9,2,2,3,4,21,blackscholes-bodytrack
10,1,8,8,1,1,15,1,1,1,7,1,2,1,0,18,blackscholes-bodytrack
11,0,26,19,0,0,10,0,1,2,11,0,2,0,1,14,blackscholes-bodytrack
7,0,2,3,0,0,10,0,1,0,5,2,2,0,0,17,blackscholes-bodytrack
11,1,28,23,1,2,16,5,1,1,10,1,2,1,1,13,blackscholes-bodytrack
10,0,5,5,0,1,8,2,0,0,14,0,4,0,1,12,blackscholes-bodytrack
13,0,33,18,1,1,22,3,1,1,6,1,3,3,3,27,blackscholes-bodytrack
12,0,5,10,1,1,16,1,0,0,5,0,2,0,3,13,blackscholes-bodytrack
15,0,42,18,1,1,44,2,1,1,11,2,3,4,4,52,blackscholes-bodytrack
16,1,15,7,1,0,21,2,1,2,8,1,2,2,3,30,blackscholes-bodytrack
91,11,21,13,23,28,25,14,24,4,24,15,24,22,23,39,blackscholes-bodytrack
6,0,3,1,1,6,1,1,2,1,2,1,1,1,2,3,blackscholes-bodytrack
6,0,2,2,0,16,1,1,0,0,1,0,0,0,0,1,blackscholes-bodytrack
4,0,0,0,2,5,3,0,0,0,2,1,1,0,3,6,blackscholes-bodytrack
13,0,4,0,0,14,2,1,0,1,1,0,0,1,0,4,blackscholes-bodytrack
5,0,0,0,1,3,0,1,0,0,6,0,0,1,0,2,blackscholes-bodytrack
11,2,2,2,3,17,0,3,0,0,3,0,0,0,0,3,blackscholes-bodytrack
