ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
6,93,1,1,3,0,2,0,1,1,1,1,1,1,2,1,blackscholes_MRURP
5,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
7,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
6,94,0,0,1,0,0,0,0,0,0,0,0,0,1,1,blackscholes_MRURP
14,89,1,1,3,1,1,1,1,2,1,1,1,1,3,1,blackscholes_MRURP
11,90,0,1,2,0,1,0,0,1,0,0,0,0,0,4,blackscholes_MRURP
131,102,5,3,31,23,3,5,6,6,4,2,6,18,20,23,blackscholes_MRURP
11,55,1,1,5,1,1,1,1,1,1,1,1,1,3,1,blackscholes_MRURP
6,67,0,0,2,1,0,0,0,0,0,0,0,0,0,2,blackscholes_MRURP
5,75,0,0,1,0,0,0,0,0,0,0,0,1,0,1,blackscholes_MRURP
21,62,1,1,1,2,0,1,0,2,1,1,2,1,1,1,blackscholes_MRURP
15,83,1,1,2,2,1,0,1,1,0,2,2,1,1,0,blackscholes_MRURP
7,61,2,0,3,1,0,0,0,0,0,0,0,1,2,0,blackscholes_MRURP
6,68,0,0,0,1,0,0,0,0,0,0,0,0,2,0,blackscholes_MRURP
6,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
6,63,0,0,2,1,0,0,0,0,0,0,0,1,1,0,blackscholes_MRURP
8,46,1,1,1,0,0,1,0,0,0,0,0,0,0,0,blackscholes_MRURP
6,32,0,0,1,1,0,0,0,0,0,0,0,0,0,1,blackscholes_MRURP
5,41,0,0,2,0,0,0,0,0,0,0,0,1,0,0,blackscholes_MRURP
12,42,1,0,2,0,1,0,0,1,0,0,1,2,0,1,blackscholes_MRURP
12,39,1,1,2,2,1,1,1,2,1,1,1,2,1,2,blackscholes_MRURP
11,53,0,0,1,0,1,0,0,0,0,1,0,2,1,0,blackscholes_MRURP
2400,882,285,286,302,297,459,206,309,406,219,338,218,222,189,274,blackscholes_MRURP
135,310,83,109,97,90,209,56,69,239,46,169,70,54,21,92,blackscholes_MRURP
346,523,59,138,54,416,158,56,54,148,34,124,377,47,9,317,blackscholes_MRURP
86,428,198,65,69,139,195,68,72,174,44,161,57,51,4,54,blackscholes_MRURP
110,468,61,73,55,63,219,65,66,191,105,196,51,49,4,70,blackscholes_MRURP
104,526,73,140,57,73,180,162,63,163,37,140,47,44,5,65,blackscholes_MRURP
71,475,61,80,82,61,142,66,136,243,45,172,92,91,19,64,blackscholes_MRURP
91,418,56,59,49,57,269,55,137,131,40,130,42,36,6,52,blackscholes_MRURP
127,455,72,73,47,54,148,120,43,137,35,131,49,41,2,57,blackscholes_MRURP
71,366,58,69,66,50,242,50,42,132,37,257,49,47,14,58,blackscholes_MRURP
69,297,57,61,96,49,152,48,39,155,30,101,38,49,5,115,blackscholes_MRURP
80,292,59,77,95,58,235,59,55,186,48,104,57,42,15,63,blackscholes_MRURP
64,298,53,68,43,51,235,46,51,173,36,160,48,55,4,56,blackscholes_MRURP
77,295,62,73,50,484,214,70,65,155,42,137,482,38,4,69,blackscholes_MRURP
85,296,68,64,47,66,194,59,54,168,34,165,48,40,4,86,blackscholes_MRURP
85,367,73,70,63,60,191,63,64,200,98,157,50,54,9,65,blackscholes_MRURP
675,241,389,477,516,580,330,375,447,215,404,204,462,487,318,566,blackscholes_MRURP
239,28,167,180,190,196,147,140,133,37,126,26,169,193,47,180,blackscholes_MRURP
580,29,159,467,214,566,123,135,164,54,159,26,577,224,86,573,blackscholes_MRURP
248,32,390,248,314,280,125,179,191,38,226,28,148,313,69,214,blackscholes_MRURP
256,30,193,307,195,227,128,134,216,39,236,34,122,286,93,225,blackscholes_MRURP
255,36,224,284,214,211,190,189,187,36,204,33,157,251,97,288,blackscholes_MRURP
176,14,149,150,151,143,91,102,121,26,130,18,173,244,45,136,blackscholes_MRURP
172,21,188,166,171,219,126,181,217,30,157,20,112,193,52,182,blackscholes_MRURP
259,19,162,179,184,183,109,243,196,31,205,22,143,211,34,207,blackscholes_MRURP
188,25,219,185,182,191,130,128,129,27,191,35,133,200,37,170,blackscholes_MRURP
227,25,181,257,336,191,118,167,166,42,121,30,160,302,64,285,blackscholes_MRURP
187,13,162,153,174,204,94,101,119,14,139,13,136,181,60,229,blackscholes_MRURP
253,19,166,159,173,195,231,132,146,31,135,44,148,219,48,228,blackscholes_MRURP
259,32,192,291,313,777,189,152,168,28,184,23,715,205,63,236,blackscholes_MRURP
255,31,205,176,217,229,115,119,145,39,142,46,163,228,40,233,blackscholes_MRURP
453,36,234,254,250,347,202,208,210,51,249,63,338,274,80,308,blackscholes_MRURP
1002,679,68,81,112,101,156,57,51,102,68,149,72,83,100,100,blackscholes_MRURP
87,292,22,25,37,24,108,21,21,64,20,73,20,17,20,23,blackscholes_MRURP
40,395,14,18,21,14,59,13,10,37,10,62,14,12,11,14,blackscholes_MRURP
50,355,14,12,29,15,67,13,11,46,13,68,14,20,10,14,blackscholes_MRURP
53,398,13,17,35,22,77,18,14,47,16,73,17,17,18,28,blackscholes_MRURP
59,404,17,14,32,17,66,16,17,53,13,61,15,17,12,16,blackscholes_MRURP
45,406,12,14,29,16,54,14,15,50,18,115,20,15,17,19,blackscholes_MRURP
51,318,11,14,29,18,48,15,12,33,18,55,14,16,8,18,blackscholes_MRURP
52,379,17,17,21,21,58,18,14,37,17,68,20,16,5,17,blackscholes_MRURP
45,314,19,20,25,23,69,17,19,37,24,73,23,19,7,19,blackscholes_MRURP
54,243,13,15,22,17,63,18,12,51,12,74,19,17,5,17,blackscholes_MRURP
36,612,18,20,20,16,347,16,12,476,15,532,15,15,15,20,blackscholes_MRURP
47,273,16,14,34,14,71,13,15,52,12,69,13,17,7,15,blackscholes_MRURP
49,297,11,14,20,14,59,11,12,54,13,72,17,16,13,18,blackscholes_MRURP
51,238,15,12,47,12,73,8,9,54,10,60,13,14,11,14,blackscholes_MRURP
69,342,19,14,50,20,83,13,13,65,12,75,22,12,21,20,blackscholes_MRURP
329,517,180,186,252,196,485,157,168,353,163,463,204,417,1283,377,blackscholes_MRURP
40,216,6,38,27,4,168,6,6,170,4,168,14,100,802,104,blackscholes_MRURP
32,177,1,5,19,1,174,4,6,155,6,165,10,102,680,98,blackscholes_MRURP
37,224,4,3,16,4,174,9,5,148,6,163,8,111,752,114,blackscholes_MRURP
63,178,5,5,23,4,199,4,5,144,5,190,11,109,811,108,blackscholes_MRURP
42,214,5,3,12,6,194,3,4,168,4,207,12,110,734,103,blackscholes_MRURP
46,168,5,8,23,3,139,6,7,137,7,256,19,91,645,84,blackscholes_MRURP
20,175,5,5,16,3,173,3,3,141,6,163,10,101,662,99,blackscholes_MRURP
21,193,7,6,18,3,142,5,5,130,7,153,11,113,584,107,blackscholes_MRURP
29,196,1,6,15,3,157,5,7,141,6,195,11,101,600,106,blackscholes_MRURP
31,151,5,8,14,6,155,4,3,136,5,148,17,116,622,126,blackscholes_MRURP
39,636,6,8,16,4,515,3,6,621,7,665,18,111,733,122,blackscholes_MRURP
39,167,3,4,14,3,180,2,2,139,2,178,7,108,627,115,blackscholes_MRURP
43,168,8,7,18,5,196,5,3,156,6,159,9,89,614,148,blackscholes_MRURP
49,368,17,16,21,22,252,12,5,167,9,237,15,126,667,108,blackscholes_MRURP
59,321,9,4,37,6,233,4,4,199,7,230,9,153,932,120,blackscholes_MRURP
192,75,13,42,38,38,35,16,25,43,41,68,42,63,715,75,blackscholes_MRURP
32,19,4,5,11,8,20,3,3,15,4,44,4,16,475,17,blackscholes_MRURP
12,18,2,3,2,1,17,1,2,13,0,19,4,14,596,15,blackscholes_MRURP
26,22,3,7,4,4,18,4,2,15,7,29,3,14,629,18,blackscholes_MRURP
17,25,1,3,6,3,13,4,0,14,4,33,2,14,642,15,blackscholes_MRURP
23,22,1,3,1,1,16,3,4,17,5,31,5,15,576,18,blackscholes_MRURP
13,22,2,2,5,4,14,3,4,14,4,24,6,14,496,14,blackscholes_MRURP
14,22,0,1,4,4,14,2,2,17,3,26,2,15,540,15,blackscholes_MRURP
17,23,0,2,2,1,17,0,0,17,4,40,0,20,460,17,blackscholes_MRURP
20,27,2,0,6,2,18,0,0,16,5,34,0,17,571,17,blackscholes_MRURP
23,24,0,3,3,3,14,2,5,16,6,38,2,21,568,19,blackscholes_MRURP
22,27,2,9,3,4,12,5,5,7,4,29,7,10,563,12,blackscholes_MRURP
21,19,2,3,1,3,15,3,0,11,4,31,3,17,558,16,blackscholes_MRURP
30,22,1,0,2,2,12,1,3,14,4,29,2,17,477,15,blackscholes_MRURP
33,12,3,3,1,4,10,3,3,10,3,28,5,14,550,16,blackscholes_MRURP
44,16,2,7,2,5,16,2,2,11,4,26,4,15,528,13,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes_MRURP
1867,1061,1158,1247,1216,1212,964,1066,1004,870,977,1044,896,1120,3721,1421,blackscholes_MRURP
124,78,199,220,136,264,84,81,81,32,72,92,31,137,2633,189,blackscholes_MRURP
109,81,247,445,216,429,122,108,85,25,82,94,29,123,2128,194,blackscholes_MRURP
132,84,410,199,209,439,90,121,82,31,85,98,28,137,1909,218,blackscholes_MRURP
149,120,306,311,141,329,95,129,106,25,140,144,27,159,1976,344,blackscholes_MRURP
149,95,466,456,231,218,116,128,98,32,93,104,32,131,1900,227,blackscholes_MRURP
101,86,169,184,116,204,72,127,77,23,82,81,22,108,1732,164,blackscholes_MRURP
101,88,187,195,130,221,76,80,107,24,82,97,25,132,1677,194,blackscholes_MRURP
131,96,183,185,120,206,74,89,85,26,85,105,30,125,1750,199,blackscholes_MRURP
95,80,174,192,111,181,82,92,83,24,78,93,29,144,1754,204,blackscholes_MRURP
81,78,162,163,123,158,70,101,84,22,82,100,23,138,2329,271,blackscholes_MRURP
93,76,145,153,162,175,74,93,82,14,82,90,19,111,1766,220,blackscholes_MRURP
111,78,170,169,123,190,89,100,83,20,81,104,20,147,1737,235,blackscholes_MRURP
140,97,199,202,144,225,87,115,90,38,104,110,43,117,1762,400,blackscholes_MRURP
227,190,238,200,252,240,176,251,192,45,192,214,56,234,1999,395,blackscholes_MRURP
230,90,225,215,253,242,102,116,99,29,101,102,40,227,2105,295,blackscholes_MRURP
529,462,281,301,307,291,282,288,286,348,299,238,429,428,1717,389,blackscholes_MRURP
94,77,24,28,23,23,15,13,12,73,21,17,62,71,1437,27,blackscholes_MRURP
68,85,14,17,13,15,10,10,8,66,21,8,77,111,1181,25,blackscholes_MRURP
98,87,14,17,13,18,10,20,11,69,25,12,72,84,1041,16,blackscholes_MRURP
112,114,18,22,11,15,17,12,15,79,22,9,84,113,1035,26,blackscholes_MRURP
114,101,18,17,15,20,13,19,15,88,30,11,85,86,989,20,blackscholes_MRURP
65,82,11,15,12,13,10,11,11,68,35,8,63,92,899,25,blackscholes_MRURP
77,89,12,12,15,14,9,11,6,66,26,12,63,68,854,12,blackscholes_MRURP
87,81,20,19,11,21,13,15,10,68,32,14,81,101,964,43,blackscholes_MRURP
76,96,15,22,16,19,12,19,13,60,40,17,75,123,951,18,blackscholes_MRURP
71,61,14,16,11,12,9,11,11,58,21,9,72,115,1296,36,blackscholes_MRURP
68,75,9,12,7,13,7,7,7,66,19,10,72,71,905,11,blackscholes_MRURP
86,142,15,17,16,17,12,15,13,77,29,12,75,97,968,34,blackscholes_MRURP
143,89,16,21,17,23,14,18,11,71,21,18,78,76,936,21,blackscholes_MRURP
208,210,24,23,24,28,18,20,21,149,38,18,168,184,1026,50,blackscholes_MRURP
141,128,15,16,15,18,15,11,9,125,21,9,81,79,1143,24,blackscholes_MRURP
85,39,23,40,51,49,58,29,22,27,18,17,33,43,55,33,blackscholes_MRURP
24,4,3,2,4,2,17,3,3,2,5,2,3,5,9,3,blackscholes_MRURP
11,4,1,4,1,2,19,1,1,1,1,0,1,3,3,3,blackscholes_MRURP
23,10,5,2,5,3,18,1,1,3,4,2,2,2,1,3,blackscholes_MRURP
24,4,1,2,4,4,26,4,1,3,6,1,3,2,5,4,blackscholes_MRURP
21,3,1,1,3,0,20,3,0,1,4,2,2,1,2,2,blackscholes_MRURP
11,4,5,2,3,0,13,1,4,4,6,3,4,3,3,2,blackscholes_MRURP
17,1,6,4,1,7,18,3,4,4,4,0,4,4,1,2,blackscholes_MRURP
9,2,0,0,3,0,13,2,1,4,8,1,3,6,2,4,blackscholes_MRURP
13,3,3,4,1,2,15,0,0,5,8,0,2,3,6,3,blackscholes_MRURP
11,3,3,4,3,4,16,6,2,2,6,1,7,5,4,6,blackscholes_MRURP
10,2,4,4,2,2,12,3,4,3,2,0,4,2,5,5,blackscholes_MRURP
16,3,2,2,1,3,14,2,3,3,4,3,4,6,9,6,blackscholes_MRURP
19,4,2,5,3,4,15,2,4,2,2,1,1,4,3,3,blackscholes_MRURP
30,4,5,2,4,4,46,2,5,1,7,2,6,3,4,8,blackscholes_MRURP
20,6,3,2,2,1,20,0,1,2,4,2,4,3,2,2,blackscholes_MRURP
108,43,27,19,35,30,13,12,17,18,28,33,32,48,66,21,blackscholes_MRURP
18,4,5,3,3,2,3,1,1,2,3,34,3,5,2,1,blackscholes_MRURP
13,9,0,2,3,2,2,1,0,1,3,11,2,7,3,0,blackscholes_MRURP
12,5,1,2,3,2,5,4,2,2,3,15,1,8,4,1,blackscholes_MRURP
14,7,1,1,1,3,2,2,3,1,1,20,1,5,8,1,blackscholes_MRURP
15,8,1,2,2,2,4,1,0,1,5,18,0,6,3,0,blackscholes_MRURP
8,13,3,3,2,3,1,2,3,0,1,17,0,5,4,0,blackscholes_MRURP
8,9,0,0,5,1,4,1,2,2,2,13,1,6,4,2,blackscholes_MRURP
11,6,1,0,4,1,0,0,1,3,1,21,1,5,6,0,blackscholes_MRURP
11,2,0,2,4,3,0,0,1,0,3,17,1,4,6,0,blackscholes_MRURP
10,9,2,2,5,6,1,2,1,1,5,15,2,15,9,2,blackscholes_MRURP
6,17,0,5,1,2,1,2,0,0,4,12,3,4,2,1,blackscholes_MRURP
17,11,3,0,4,1,3,1,1,0,2,21,2,9,10,1,blackscholes_MRURP
22,8,0,2,3,1,0,1,2,0,3,18,5,4,7,4,blackscholes_MRURP
27,8,3,2,4,1,4,4,1,5,4,18,4,7,16,4,blackscholes_MRURP
16,6,2,2,2,1,0,2,1,0,1,14,2,7,3,4,blackscholes_MRURP
84,24,13,16,14,29,13,18,14,22,18,12,11,25,22,14,blackscholes_MRURP
13,1,5,1,2,1,1,1,1,1,4,3,2,3,1,1,blackscholes_MRURP
8,1,0,4,1,1,0,0,1,0,2,0,0,1,2,1,blackscholes_MRURP
16,2,2,2,3,2,0,3,0,0,2,2,0,0,1,1,blackscholes_MRURP
8,1,1,0,0,2,0,4,0,0,2,1,0,0,0,0,blackscholes_MRURP
19,1,1,2,2,1,3,0,1,1,1,0,1,1,0,1,blackscholes_MRURP
9,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,blackscholes_MRURP
10,1,1,0,6,0,0,0,0,0,1,0,1,0,0,0,blackscholes_MRURP
10,0,0,2,0,1,0,1,2,3,1,0,1,2,0,0,blackscholes_MRURP
8,0,2,1,0,1,0,1,1,0,3,0,0,2,1,0,blackscholes_MRURP
9,1,4,4,4,2,2,1,1,1,2,1,3,1,1,1,blackscholes_MRURP
9,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,blackscholes_MRURP
7,0,0,0,1,1,0,1,1,1,1,0,0,4,0,0,blackscholes_MRURP
14,2,2,0,2,3,0,0,1,0,2,0,0,0,3,0,blackscholes_MRURP
12,1,3,2,2,4,2,2,4,2,3,1,2,4,1,4,blackscholes_MRURP
9,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,blackscholes_MRURP
84,26,25,13,13,7,9,7,8,25,5,18,20,35,39,14,blackscholes_MRURP
12,0,12,2,4,1,1,2,2,3,3,5,2,1,3,1,blackscholes_MRURP
7,1,7,4,2,1,1,1,0,0,2,23,0,1,0,0,blackscholes_MRURP
9,1,5,1,1,1,1,0,1,1,1,8,3,2,2,1,blackscholes_MRURP
12,2,11,0,1,0,2,2,0,0,0,14,0,1,2,1,blackscholes_MRURP
7,0,8,0,0,0,3,0,1,2,1,15,1,1,2,1,blackscholes_MRURP
5,0,8,0,1,0,0,0,2,1,1,6,0,1,2,0,blackscholes_MRURP
7,0,7,1,2,3,1,0,1,2,3,11,2,1,1,1,blackscholes_MRURP
7,0,5,1,0,0,1,0,1,2,1,14,0,0,1,0,blackscholes_MRURP
17,1,5,0,0,3,1,1,0,0,3,10,0,1,0,1,blackscholes_MRURP
7,2,8,0,3,1,1,2,1,1,2,15,1,1,1,1,blackscholes_MRURP
11,0,24,2,1,1,0,6,0,1,3,10,4,0,4,1,blackscholes_MRURP
13,0,7,2,0,1,0,1,0,0,1,15,0,7,2,1,blackscholes_MRURP
19,2,11,0,1,0,1,0,0,3,1,11,2,2,3,1,blackscholes_MRURP
20,0,10,3,1,3,1,1,2,1,2,12,3,2,1,3,blackscholes_MRURP
10,0,8,0,0,1,0,0,0,1,1,4,1,1,0,0,blackscholes_MRURP
77,17,14,5,11,9,9,10,8,13,7,5,23,23,39,15,blackscholes_MRURP
10,0,6,2,1,2,1,1,1,1,2,1,1,1,2,1,blackscholes_MRURP
5,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,blackscholes_MRURP
6,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,blackscholes_MRURP
6,0,0,1,1,2,0,1,0,1,1,0,1,0,1,0,blackscholes_MRURP
9,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,blackscholes_MRURP
7,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,blackscholes_MRURP
8,1,2,1,2,0,0,0,0,0,1,0,0,2,2,1,blackscholes_MRURP
8,1,0,0,0,1,0,1,0,3,2,0,1,0,1,0,blackscholes_MRURP
6,1,0,1,1,0,1,0,1,0,3,0,0,0,1,0,blackscholes_MRURP
9,3,1,1,1,1,1,2,1,1,2,2,4,3,2,2,blackscholes_MRURP
5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,blackscholes_MRURP
15,1,1,0,3,2,1,0,1,0,2,0,2,3,1,0,blackscholes_MRURP
14,0,0,1,0,0,0,1,0,0,2,2,1,0,3,1,blackscholes_MRURP
19,3,3,1,2,1,2,2,1,2,3,1,3,2,4,4,blackscholes_MRURP
8,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,blackscholes_MRURP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blackscholes
65,11,6,11,14,11,5,7,2,9,5,11,10,13,17,19,blackscholes
9,0,1,1,2,5,2,1,1,1,1,1,2,2,2,1,blackscholes
5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,blackscholes
10,0,1,2,1,4,0,0,0,0,1,4,0,1,0,1,blackscholes
9,0,1,1,0,2,0,0,0,0,0,2,1,2,1,2,blackscholes
7,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0,blackscholes
7,0,0,0,0,3,0,0,0,0,0,3,1,0,0,1,blackscholes
6,1,0,1,0,2,0,0,0,0,0,2,1,1,1,0,blackscholes
5,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,blackscholes
5,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,blackscholes
6,1,2,2,1,4,0,1,1,1,1,3,2,1,1,1,blackscholes
6,2,2,2,2,4,2,2,2,2,2,2,0,1,1,0,blackscholes
11,1,1,1,2,3,1,1,2,2,2,0,2,1,2,0,blackscholes
9,2,2,2,2,8,2,3,2,2,2,6,2,0,0,0,blackscholes
13,0,1,1,2,5,1,1,1,1,1,2,3,2,1,2,blackscholes
11,1,2,1,3,4,1,1,1,2,1,1,1,1,1,0,blackscholes
83,7,3,6,9,6,4,8,4,3,7,3,12,8,11,29,blackscholes
7,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,blackscholes
7,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,blackscholes
